행정구역별(읍면동),연령별,2010
노원구,25~29세,42295
노원구,30~34세,44007
노원구,35~39세,50566
노원구,40~44세,53656
노원구,45~49세,52630
노원구,50~54세,48308
노원구,55~59세,33334
노원구,60~64세,24418
노원구,65~69세,19300
노원구,70~74세,15358
노원구,75~79세,10232
노원구,80~84세,5767
노원구,85세 이상,3677
월계1동,0~4세,1099
월계1동,5~9세,966
월계1동,10~14세,1060
월계1동,15~19세,1427
월계1동,20~24세,2158
월계1동,25~29세,2127
월계1동,30~34세,2057
월계1동,35~39세,2038
월계1동,40~44세,1669
월계1동,45~49세,1679
월계1동,50~54세,1804
월계1동,55~59세,1529
월계1동,60~64세,1332
월계1동,65~69세,1011
월계1동,70~74세,714
월계1동,75~79세,385
월계1동,80~84세,241
월계1동,85세 이상,143
월계2동,0~4세,1391
월계2동,5~9세,1372
월계2동,10~14세,1707
월계2동,15~19세,1965
월계2동,20~24세,1868
월계2동,25~29세,2238
월계2동,30~34세,2660
월계2동,35~39세,2686
월계2동,40~44세,2368
월계2동,45~49세,2364
월계2동,50~54세,2625
월계2동,55~59세,2201
월계2동,60~64세,1670
월계2동,65~69세,1232
월계2동,70~74세,917
월계2동,75~79세,657
월계2동,80~84세,409
월계2동,85세 이상,284
월계3동,0~4세,2201
월계3동,5~9세,1963
월계3동,10~14세,1778
월계3동,15~19세,1730
월계3동,20~24세,2034
월계3동,25~29세,2999
월계3동,30~34세,3649
월계3동,35~39세,3720
월계3동,40~44세,2850
월계3동,45~49세,2467
월계3동,50~54세,2757
월계3동,55~59세,2240
월계3동,60~64세,1661
월계3동,65~69세,1369
월계3동,70~74세,1084
월계3동,75~79세,602
월계3동,80~84세,363
월계3동,85세 이상,211
공릉2동,0~4세,2122
공릉2동,5~9세,2537
공릉2동,10~14세,3176
공릉2동,15~19세,3951
공릉2동,20~24세,4174
공릉2동,25~29세,3411
공릉2동,30~34세,3319
공릉2동,35~39세,4065
공릉2동,40~44세,4079
공릉2동,45~49세,3807
공릉2동,50~54세,3596
공릉2동,55~59세,2466
공릉2동,60~64세,1663
공릉2동,65~69세,1218
공릉2동,70~74세,919
공릉2동,75~79세,617
공릉2동,80~84세,332
공릉2동,85세 이상,218
하계1동,0~4세,657
하계1동,5~9세,1045
하계1동,10~14세,2328
하계1동,15~19세,3675
하계1동,20~24세,3274
하계1동,25~29세,2101
하계1동,30~34세,1594
하계1동,35~39세,1773
하계1동,40~44세,2689
하계1동,45~49세,3436
하계1동,50~54세,2852
하계1동,55~59세,1656
하계1동,60~64세,1140
하계1동,65~69세,802
하계1동,70~74세,811
하계1동,75~79세,605
하계1동,80~84세,354
하계1동,85세 이상,261
하계2동,0~4세,836
하계2동,5~9세,1365
하계2동,10~14세,2222
하계2동,15~19세,2419
하계2동,20~24세,1726
하계2동,25~29세,1415
하계2동,30~34세,1480
하계2동,35~39세,2094
하계2동,40~44세,2677
하계2동,45~49세,2718
하계2동,50~54세,2154
하계2동,55~59세,1233
하계2동,60~64세,865
하계2동,65~69세,707
하계2동,70~74세,597
하계2동,75~79세,428
하계2동,80~84세,229
하계2동,85세 이상,153
중계본동,0~4세,615
중계본동,5~9세,1532
중계본동,10~14세,3212
중계본동,15~19세,3341
중계본동,20~24세,1612
중계본동,25~29세,1156
중계본동,30~34세,864
중계본동,35~39세,1915
중계본동,40~44세,3400
중계본동,45~49세,3702
중계본동,50~54세,2446
중계본동,55~59세,1108
중계본동,60~64세,775
중계본동,65~69세,625
중계본동,70~74세,583
중계본동,75~79세,418
중계본동,80~84세,230
중계본동,85세 이상,138
중계1동,0~4세,533
중계1동,5~9세,1742
중계1동,10~14세,3919
중계1동,15~19세,3819
중계1동,20~24세,1788
중계1동,25~29세,986
중계1동,30~34세,700
중계1동,35~39세,2014
중계1동,40~44세,4205
중계1동,45~49세,4114
중계1동,50~54세,2335
중계1동,55~59세,1003
중계1동,60~64세,589
중계1동,65~69세,531
중계1동,70~74세,504
중계1동,75~79세,351
중계1동,80~84세,204
중계1동,85세 이상,119
중계4동,0~4세,791
중계4동,5~9세,1058
중계4동,10~14세,1607
중계4동,15~19세,1861
중계4동,20~24세,1487
중계4동,25~29세,1437
중계4동,30~34세,1443
중계4동,35~39세,1869
중계4동,40~44세,1972
중계4동,45~49세,2107
중계4동,50~54세,1854
중계4동,55~59세,1299
중계4동,60~64세,1135
중계4동,65~69세,884
중계4동,70~74세,656
중계4동,75~79세,402
중계4동,80~84세,202
중계4동,85세 이상,146
상계1동,0~4세,1716
상계1동,5~9세,1920
상계1동,10~14세,2812
상계1동,15~19세,3135
상계1동,20~24세,2929
상계1동,25~29세,3277
상계1동,30~34세,3098
상계1동,35~39세,3352
상계1동,40~44세,3683
상계1동,45~49세,3867
상계1동,50~54세,4015
상계1동,55~59세,2767
상계1동,60~64세,1888
상계1동,65~69세,1584
상계1동,70~74세,1130
상계1동,75~79세,746
상계1동,80~84세,398
상계1동,85세 이상,280
상계2동,0~4세,731
상계2동,5~9세,793
상계2동,10~14세,1394
상계2동,15~19세,1890
상계2동,20~24세,1769
상계2동,25~29세,1760
상계2동,30~34세,1418
상계2동,35~39세,1601
상계2동,40~44세,1901
상계2동,45~49세,2071
상계2동,50~54세,2090
상계2동,55~59세,1479
상계2동,60~64세,1010
상계2동,65~69세,737
상계2동,70~74세,567
상계2동,75~79세,373
상계2동,80~84세,186
상계2동,85세 이상,117
상계5동,0~4세,828
상계5동,5~9세,943
상계5동,10~14세,1503
상계5동,15~19세,1845
상계5동,20~24세,1623
상계5동,25~29세,1847
상계5동,30~34세,1821
상계5동,35~39세,1904
상계5동,40~44세,2052
상계5동,45~49세,2106
상계5동,50~54세,2009
상계5동,55~59세,1456
상계5동,60~64세,1121
상계5동,65~69세,955
상계5동,70~74세,722
상계5동,75~79세,434
상계5동,80~84세,256
상계5동,85세 이상,148
상계8동,0~4세,1920
상계8동,5~9세,1790
상계8동,10~14세,2100
상계8동,15~19세,1557
상계8동,20~24세,1113
상계8동,25~29세,2049
상계8동,30~34세,3195
상계8동,35~39세,3107
상계8동,40~44세,2726
상계8동,45~49세,1849
상계8동,50~54세,1590
상계8동,55~59세,1118
상계8동,60~64세,874
상계8동,65~69세,590
상계8동,70~74세,507
상계8동,75~79세,405
상계8동,80~84세,192
상계8동,85세 이상,131
상계9동,0~4세,1264
상계9동,5~9세,1376
상계9동,10~14세,1876
상계9동,15~19세,1863
상계9동,20~24세,1432
상계9동,25~29세,1678
상계9동,30~34세,1908
상계9동,35~39세,2366
상계9동,40~44세,2455
상계9동,45~49세,2181
상계9동,50~54세,2011
상계9동,55~59세,1336
상계9동,60~64세,837
상계9동,65~69세,599
상계9동,70~74세,545
상계9동,75~79세,437
상계9동,80~84세,269
상계9동,85세 이상,154
상계10동,0~4세,1031
상계10동,5~9세,997
상계10동,10~14세,1333
상계10동,15~19세,1418
상계10동,20~24세,1324
상계10동,25~29세,1791
상계10동,30~34세,1893
상계10동,35~39세,1912
상계10동,40~44세,1835
상계10동,45~49세,1781
상계10동,50~54세,1717
상계10동,55~59세,1099
상계10동,60~64세,628
상계10동,65~69세,506
상계10동,70~74세,447
상계10동,75~79세,374
상계10동,80~84세,199
상계10동,85세 이상,106
공릉1·3동,0~4세,1689
공릉1·3동,5~9세,1640
공릉1·3동,10~14세,1851
공릉1·3동,15~19세,2329
공릉1·3동,20~24세,3269
공릉1·3동,25~29세,3874
공릉1·3동,30~34세,3536
공릉1·3동,35~39세,3197
공릉1·3동,40~44세,2810
공릉1·3동,45~49세,2884
공릉1·3동,50~54세,3459
공릉1·3동,55~59세,2634
공릉1·3동,60~64세,1850
공릉1·3동,65~69세,1385
공릉1·3동,70~74세,963
공릉1·3동,75~79세,616
공릉1·3동,80~84세,343
공릉1·3동,85세 이상,257
상계3·4동,0~4세,1358
상계3·4동,5~9세,1757
상계3·4동,10~14세,2137
상계3·4동,15~19세,2308
상계3·4동,20~24세,2200
상계3·4동,25~29세,2754
상계3·4동,30~34세,2768
상계3·4동,35~39세,3235
상계3·4동,40~44세,3178
상계3·4동,45~49세,3024
상계3·4동,50~54세,3183
상계3·4동,55~59세,2573
상계3·4동,60~64세,2200
상계3·4동,65~69세,1952
상계3·4동,70~74세,1506
상계3·4동,75~79세,816
상계3·4동,80~84세,404
상계3·4동,85세 이상,253
상계6·7동,0~4세,1930
상계6·7동,5~9세,1997
상계6·7동,10~14세,2495
상계6·7동,15~19세,2568
상계6·7동,20~24세,2180
상계6·7동,25~29세,2633
상계6·7동,30~34세,3206
상계6·7동,35~39세,3761
상계6·7동,40~44세,3502
상계6·7동,45~49세,3076
상계6·7동,50~54세,2678
상계6·7동,55~59세,1810
상계6·7동,60~64세,1221
상계6·7동,65~69세,907
상계6·7동,70~74세,801
상계6·7동,75~79세,635
상계6·7동,80~84세,424
상계6·7동,85세 이상,222
중계2·3동,0~4세,1781
중계2·3동,5~9세,1993
중계2·3동,10~14세,2919
중계2·3동,15~19세,3105
중계2·3동,20~24세,2484
중계2·3동,25~29세,2762
중계2·3동,30~34세,3398
중계2·3동,35~39세,3957
중계2·3동,40~44세,3605
중계2·3동,45~49세,3397
중계2·3동,50~54세,3133
중계2·3동,55~59세,2327
중계2·3동,60~64세,1959
중계2·3동,65~69세,1706
중계2·3동,70~74세,1385
중계2·3동,75~79세,931
중계2·3동,80~84세,532
중계2·3동,85세 이상,336
은평구,0~4세,19516
은평구,5~9세,20324
은평구,10~14세,26409
은평구,15~19세,28812
은평구,20~24세,26781
은평구,25~29세,35697
은평구,30~34세,37955
은평구,35~39세,40693
은평구,40~44세,37751
은평구,45~49세,36079
은평구,50~54세,36326
은평구,55~59세,28097
은평구,60~64세,23823
은평구,65~69세,19546
은평구,70~74세,14670
은평구,75~79세,8445
은평구,80~84세,4421
은평구,85세 이상,2767
녹번동,0~4세,1351
녹번동,5~9세,1377
녹번동,10~14세,1690
녹번동,15~19세,1713
녹번동,20~24세,1949
녹번동,25~29세,3016
녹번동,30~34세,3097
녹번동,35~39세,3068
녹번동,40~44세,2730
녹번동,45~49세,2447
녹번동,50~54세,2709
녹번동,55~59세,2176
녹번동,60~64세,1925
녹번동,65~69세,1570
녹번동,70~74세,1229
녹번동,75~79세,716
녹번동,80~84세,332
녹번동,85세 이상,244
불광1동,0~4세,1617
불광1동,5~9세,1554
불광1동,10~14세,1968
불광1동,15~19세,2130
불광1동,20~24세,1998
불광1동,25~29세,2750
불광1동,30~34세,3013
불광1동,35~39세,3350
불광1동,40~44세,2985
불광1동,45~49세,2812
불광1동,50~54세,2769
불광1동,55~59세,2067
불광1동,60~64세,1801
불광1동,65~69세,1553
불광1동,70~74세,1245
불광1동,75~79세,726
불광1동,80~84세,360
불광1동,85세 이상,194
갈현1동,0~4세,836
갈현1동,5~9세,940
갈현1동,10~14세,1433
갈현1동,15~19세,1748
갈현1동,20~24세,1645
갈현1동,25~29세,2058
갈현1동,30~34세,1898
갈현1동,35~39세,2020
갈현1동,40~44세,1977
갈현1동,45~49세,2034
갈현1동,50~54세,2095
갈현1동,55~59세,1543
갈현1동,60~64세,1369
갈현1동,65~69세,1068
갈현1동,70~74세,779
갈현1동,75~79세,383
갈현1동,80~84세,202
갈현1동,85세 이상,115
갈현2동,0~4세,943
갈현2동,5~9세,1070
갈현2동,10~14세,1732
갈현2동,15~19세,2111
갈현2동,20~24세,1725
갈현2동,25~29세,1965
갈현2동,30~34세,2056
갈현2동,35~39세,2164
갈현2동,40~44세,2314
갈현2동,45~49세,2249
갈현2동,50~54세,2193
갈현2동,55~59세,1521
갈현2동,60~64세,1360
갈현2동,65~69세,1068
갈현2동,70~74세,778
갈현2동,75~79세,459
갈현2동,80~84세,231
갈현2동,85세 이상,157
구산동,0~4세,1191
구산동,5~9세,1352
구산동,10~14세,1954
구산동,15~19세,2286
구산동,20~24세,1769
구산동,25~29세,2139
구산동,30~34세,2239
구산동,35~39세,2627
구산동,40~44세,2770
구산동,45~49세,2862
구산동,50~54세,2714
구산동,55~59세,2188
구산동,60~64세,1797
구산동,65~69세,1333
구산동,70~74세,1031
구산동,75~79세,616
구산동,80~84세,333
구산동,85세 이상,234
대조동,0~4세,1096
대조동,5~9세,1169
대조동,10~14세,1647
대조동,15~19세,1836
대조동,20~24세,1696
대조동,25~29세,2508
대조동,30~34세,2644
대조동,35~39세,2664
대조동,40~44세,2302
대조동,45~49세,2248
대조동,50~54세,2283
대조동,55~59세,1778
대조동,60~64세,1589
대조동,65~69세,1369
대조동,70~74세,993
대조동,75~79세,585
대조동,80~84세,290
대조동,85세 이상,154
응암1동,0~4세,1384
응암1동,5~9세,1674
응암1동,10~14세,2002
응암1동,15~19세,1678
응암1동,20~24세,1642
응암1동,25~29세,2560
응암1동,30~34세,2877
응암1동,35~39세,2807
응암1동,40~44세,2492
응암1동,45~49세,2264
응암1동,50~54세,2167
응암1동,55~59세,1671
응암1동,60~64세,1567
응암1동,65~69세,1293
응암1동,70~74세,947
응암1동,75~79세,498
응암1동,80~84세,290
응암1동,85세 이상,182
응암2동,0~4세,619
응암2동,5~9세,773
응암2동,10~14세,1129
응암2동,15~19세,1196
응암2동,20~24세,1057
응암2동,25~29세,1430
응암2동,30~34세,1404
응암2동,35~39세,1563
응암2동,40~44세,1591
응암2동,45~49세,1593
응암2동,50~54세,1485
응암2동,55~59세,1189
응암2동,60~64세,1078
응암2동,65~69세,860
응암2동,70~74세,719
응암2동,75~79세,410
응암2동,80~84세,241
응암2동,85세 이상,143
신사1동,0~4세,1180
신사1동,5~9세,1129
신사1동,10~14세,1443
신사1동,15~19세,1698
신사1동,20~24세,1605
신사1동,25~29세,2226
신사1동,30~34세,2308
신사1동,35~39세,2353
신사1동,40~44세,2093
신사1동,45~49세,2047
신사1동,50~54세,2186
신사1동,55~59세,1601
신사1동,60~64세,1367
신사1동,65~69세,1069
신사1동,70~74세,739
신사1동,75~79세,422
신사1동,80~84세,213
신사1동,85세 이상,124
신사2동,0~4세,881
신사2동,5~9세,1028
신사2동,10~14세,1433
신사2동,15~19세,1579
신사2동,20~24세,1406
신사2동,25~29세,1672
신사2동,30~34세,1704
신사2동,35~39세,1823
신사2동,40~44세,1953
신사2동,45~49세,1893
신사2동,50~54세,1883
신사2동,55~59세,1461
신사2동,60~64세,1088
신사2동,65~69세,806
신사2동,70~74세,623
신사2동,75~79세,380
신사2동,80~84세,179
신사2동,85세 이상,120
증산동,0~4세,956
증산동,5~9세,1009
증산동,10~14세,1131
증산동,15~19세,1231
증산동,20~24세,1215
증산동,25~29세,1650
증산동,30~34세,1763
증산동,35~39세,1958
증산동,40~44세,1735
증산동,45~49세,1678
증산동,50~54세,1595
증산동,55~59세,1329
증산동,60~64세,1087
증산동,65~69세,932
증산동,70~74세,624
증산동,75~79세,399
증산동,80~84세,172
증산동,85세 이상,127
수색동,0~4세,877
수색동,5~9세,798
수색동,10~14세,989
수색동,15~19세,1078
수색동,20~24세,1203
수색동,25~29세,1497
수색동,30~34세,1549
수색동,35~39세,1738
수색동,40~44세,1564
수색동,45~49세,1552
수색동,50~54세,1682
수색동,55~59세,1337
수색동,60~64세,1050
수색동,65~69세,941
수색동,70~74세,720
수색동,75~79세,448
수색동,80~84세,223
수색동,85세 이상,138
진관동,0~4세,2879
진관동,5~9세,2384
진관동,10~14세,2256
진관동,15~19세,2009
진관동,20~24세,1882
진관동,25~29세,2255
진관동,30~34세,3128
진관동,35~39세,4027
진관동,40~44세,3234
진관동,45~49세,2611
진관동,50~54세,2697
진관동,55~59세,2096
진관동,60~64세,1531
진관동,65~69세,1216
진관동,70~74세,1004
진관동,75~79세,592
진관동,80~84세,383
진관동,85세 이상,300
불광2동,0~4세,934
불광2동,5~9세,1048
불광2동,10~14세,1635
불광2동,15~19세,1899
불광2동,20~24세,1919
불광2동,25~29세,2357
불광2동,30~34세,2269
불광2동,35~39세,2388
불광2동,40~44세,2369
불광2동,45~49세,2381
불광2동,50~54세,2390
불광2동,55~59세,1880
불광2동,60~64세,1637
불광2동,65~69세,1380
불광2동,70~74세,982
불광2동,75~79세,576
불광2동,80~84세,271
불광2동,85세 이상,175
응암3동,0~4세,862
응암3동,5~9세,1060
응암3동,10~14세,1412
응암3동,15~19세,1648
응암3동,20~24세,1574
응암3동,25~29세,2053
응암3동,30~34세,2047
응암3동,35~39세,2120
응암3동,40~44세,2058
응암3동,45~49세,2010
응암3동,50~54세,2043
응암3동,55~59세,1578
응암3동,60~64세,1406
응암3동,65~69세,1284
응암3동,70~74세,975
응암3동,75~79세,525
응암3동,80~84세,286
응암3동,85세 이상,139
역촌동,0~4세,1910
역촌동,5~9세,1959
역촌동,10~14세,2555
역촌동,15~19세,2972
역촌동,20~24세,2496
역촌동,25~29세,3561
역촌동,30~34세,3959
역촌동,35~39세,4023
역촌동,40~44세,3584
역촌동,45~49세,3398
역촌동,50~54세,3435
역촌동,55~59세,2682
역촌동,60~64세,2171
역촌동,65~69세,1804
역촌동,70~74세,1282
역촌동,75~79세,710
역촌동,80~84세,415
역촌동,85세 이상,221
서대문구,0~4세,11434
서대문구,5~9세,12408
서대문구,10~14세,16303
서대문구,15~19세,21028
서대문구,20~24세,25865
서대문구,25~29세,28399
서대문구,30~34세,24879
서대문구,35~39세,26219
서대문구,40~44세,24849
서대문구,45~49세,23459
서대문구,50~54세,23092
